title,plays
"Alexis Velazquez en Radio El Mundo, 14/6/2017",46
,46
No es grave. Ser cornudo no es grave.,46
,46
Horacio Verbitsky: Los insultos de Macri son un galardón.,46
Editorial Tenembaum - Pension discapacidad,45
"""Algo personal"" Editorial de Fernando Borroni en #LaMañana de Victor Hugo #RadioAM750",45
Dario Pignotti - Siempre Es Hoy - Radio del Plata,45
,45
Hernán Lombardi en Radio con vos 89.9,45
Axel Kicillof - Siempre Es Hoy - Radio del Plata,45
El drama de Juan Carlos y Hernan: Tienen 25 y 22 años de antigüedad y los echaron de Pepsico.,45
"Guillermo Moreno : El modelo oligárquico, terminó.",45
"[TE QUIERO- AM750] Ramiro Tapia, consul boliviano en Argentina",45
"Entrevista a Nicolas Lucero, el pibe que tuiteó algo y lo metieron preso",45
"""Tuvimos que abrir varios comedores nuevos"": Dina y Margarita en el móvil de Víctor Hugo",45
"""El circo consiste en hacer creer que se acaba la corrupción"", la editorial de @DanteLeguizamon",45
Gustavo Ciampa - Corriente de Abogados Laboralistas 7 de Julio - La Mañana con Victor Hugo,45
andy apertura de hoy ,45
,45
,45
Carlos Rottemberg - Siempre Es Hoy - Radio Del Plata,45
"""Ignorancia de clase, una clase de ignorancia"" Fernando Borroni en #LaMañana de Víctor Hugo",44
"Entrevista a Rafael Bielsa, lo que nos dijo sobre Cristina  - Identidad Colectiva - (14/07/2017) ",44
16/11/17 es lo q hay,44
Carlos Escudé desentrañó la muerte de Nisman,44
Miguel Ángel Asad en LA BRÚJULA 24,44
"Yacobitti : "" Si a Cambiemos no le gusta @GugaLusto, puede presentar su candidato """,44
Juan Di Natale se despide de Rock and Pop,44
Mayra Mendoza en Del Plata 21-12-2016,44
Récord mundial: Ian Reutemann con 13 años debuta en la F3 Santafesina.,44
,44
Mario Portugal - Radio del Plata,44
LA MADRE DE VIDAL VA A CAREO POR ESTAFA !,44
Legado del Mar en La mañana con Victor Hugo,43
"Pablo Biró: ""Lo Que Están Haciendo Con Avianca Es Una Canallada"" ",43
Adrián Stoppelman: Las películas porno más bajadas por los abuelos,43
Decano de la Facultad de Cs. Médicas de Rosario en la Academia  Nacional de Medicina,43
"Reina del Carnaval Agustina ""Achu"" Diaz - ROCK & POP",43
"El audio de la doctora Cinthia Solange Dhers. ""la cheta de Nordelta"". Le pegamos un palito ",43
ROBERTO NAVARRO  CON VICTOR HUGO MORALES    HOY 20/9/2017,43
Audio recalentamo la pava a tiros,43
#NoticiasMegafón @WalterFesta_ @MunicipMoreno - Demoras en la carga de #Votos de #Paso2017,43
Lali Espósito en Perros de la Calle,42
Aníbal Fernández - Siempre es hoy - Radio Del Plata,42
Mensaje de Sole de Bahía Blanca,42
"El doloroso testimomonio de Patricia después de la represión en PepsiCo: ""Me me arruinaron la vida""",42
Jorge Halperin - El Mediodía de Del Plata - Radio del Plata,42
EL LIBRO: LOS PROFETAS DEL ODIO de Anibal Fernandez,42
Apertura de #LaMañana de Víctor Hugo por @AM750. La Estafa electoral de Cambiemos,42
"Inédita Protesta de Farmacéuticos contra Farmacity, Mario Quintana y el juez Carlos Rosenkrantz",42
Daniel Rafecas - La Tarde de Del Plata - Radio del Plata,42
Rafael Bielsa - El Pase - Radio Del Plata,42
Aníbal Fernández con Daniel Tognetti,42
Un cuarto propio. Cuarto programa 12/06/17. Lucía Portos,42
"Cristina Fernández de Kirchner con Víctor Hugo ""De este Gobierno se puede esperar cualquier cosa""",41
Informe sobre la militancia - Volver a las Fuentes - Radio del Plata,41
"EMBAJADOR CHILENO EN EL VATICANO AMENAZA AL PAPA, PARA QUE NO HABLE DE LA SALIDA AL MAR PARA BOLIVIA",41
"Jorge Alemàn en radio Rebelde. ""Se sabìa lo que iba a pasar, la gente no quiso escuchar""",41
Feliz con Trump..,41
Fortunato Mallimaci - Volver a las Fuentes - Radio del Plata,41
CEO de Noblex: “Arranqué el partido internado en terapia intensiva”,41
Anibal Fernandez - Siempre Es Hoy - Radio del Plata,41
perros sobre caso la torre,41
"""Nico Cabre va a terminar siendo director""",41
Mon Laferte en #BlackAndTOC 89.9 FM 12/06/2017,41
"Luis D'Elía: ""No voy a ser educado ni le voy a dar tregua a los poderosos""",41
,41
Conexión Goleadora: #MediaDay de la Vinotinto Sub-20 (14/06/2017),41
Nota a Hugo Yasky,41
Claudia Chávez - La Tarde de Del Plata - Radio del Plata,41
"""Estoy dolida, enojada con la Intendente""",41
Varsky editorial Diegui,41
"Sergio Wischñevsky - ""La industria del juicio""",41
"BILARDO DICE QUE SI NO SIGUE BAUZA, ÉL SE PRESENTA A DT",41
,40
,40
 Mempo Giardinelli.- La necesidad de ver el mar,40
César Miguel Rondón entrevista a María Corina Machado,40
,40
Hermano mio detras de la grieta,40
Editorial de Eduardo Aliverti en @MarcaDeRadio,40
Reportaje a la Médica Forense Virginia Creimer,40
Entrevista de Tenenbaum - a Facundo Huala. ,40
[#HUICHAGATE AUDIO COMPLETO] LETICIA HUICHAQUEO ¨O ME QUEDO YO O SE QUEDAN USTEDES¨,40
Submarino ARA San Juan ,40
Polémica por la paralizacióndel Arsat 3 ,40
Escrache en Radio 10,40
NATALIA AGUIAR. LIBRO EL SEÑOR DE LA CORTE,40
La docente salteña de la que habló Macri en el Congreso dijo en AM750 que se sintió usada,40
"Santiago Maldonado: noticias falsas, mentiras y encubrimientos",40
Operación Fantino-Feinmann para echar al director del Incaa,40
"Quino: ""Mafalda estaría preocupada por Trump y estaría bien con Macri""",40
"Axel Kicillof : "" Siempre salta una noticia judicial contra CFK cuando hay un descalabro económico""",39
Entrevista al Secretario General de APLA - AM Belgrano 950 - 25/07/2017,39
"""ME VIOLARON TODOS"" texto de Zuleika Esnal leído por Elizabeth Vernaci",39
"DERRAPÓ BRIAN SARMIENTO: ""TESSANDORI ES UN BOLUDO, YA LO VOY A CRUZAR""",39
[#BlackAndTOC] Radio ÑANDUTÍ ,39
"Carolina Stanley , Ministra de Desarrollo Social",39
,39
Editorial- El Mediodía De Del Plata- Radio del Plata,39
María O'Donnell charla con la Negra Vernaci sobre la entrevista a CFK,39
Editorial de Aliverti sobre las detenciones,39
"Camaño: ""No hubo Quorum, el oficialismo sentó en las bancas a personas que no eran diputados""",39
Editorial de @Bernardallorent sobre la cultura de premios y castigos que propone el gobierno,39
Bolsa de Trabajo 13/06,39
Imperdible. Mensaje loca de vacaciones,39
"Victor Hugo, apertura, sensibles abstenerse,y pensar que puede ser una cortina de humo",38
Oriana vuelve al aire,38
"""La canción más linda del mundo""",38
Sergio Gorzy en diálogo con un oyente en ¿Usted qué opina?,38
Fabiana Goyeneche se refirió a su comentada promesa de no ocupar un cargo político,38
ENTREVISTA A CRISTINA AM 750.,38
"Jorge Rojas: ""No creo que pase la reunión con Los Nocheros""",38
MÁXIMO 1 DE DICIEMBRE 2016 RADIO DEL PLATA VIVO,38
Sietecase anuncia su retiro de Vorterix ,38
"Martín Araoz, representante de Franco Armani, en @comotevaok ",38
"Ricardo Pignanelli, Secretario General de SMATA, furioso con el Gobierno: ""Que carajo mas quieren""",38
Nancy está triste porque no pudieron expulsar a De Vido de la Cámara de Diputados,38
"Encuesta, CABA ya está que arde...",38
Ari Paluch habla de su mujer tras la denuncia de acoso,38
Todos En Cuero en Panama,38
Federico Pompei y Mateo Gobbi jugadores roquenses a España,38
Columna de @Dellatorre #Desocupacion #Indec #Subocupacion,38
Espert: “Para recortar el déficit hay que echar gente”,38
"IngenieroWhite.com, programa del 14 de Junio de 2017",38
"Chino Navarro: ""Cristina misma dijo que no conduce el peronismo y eso está claro""",38
Nanci hablando de nuestro Presidente y la realidad nacional,38
Emilio Monzó agradece a Randazzo por su ayuda en las elecciones,37
Eugenio Zaffaroni - Siempre Es Hoy - Radio del Plata,37
,37
"""No tenemos ni para comer"": La toma de Laboratorios Roux-Ocefa en el móvil de Víctor Hugo ",37
Doña rosa 12/06/17,37
"Omar Plaini: ""Ya definimos que si no hay unidad vamos a apoyar a Cristina""",37
Demasiado Humano 12 de junio,37
,37
Tronco y los jugadores de Boca,37
Columna de Rulo Dellatorre #ExportacionCereales #LiquidacionDolares,37
Ricardo Ragendorfer - Siempre Es Hoy - Radio del Plata,37
Viinchola entre Gaston Gaudio con su primer amor Miriam!!,37
"""Si el Estado no da respuestas nosotros tampoco"", los alumnos entregan el examen en blanco",37
#DeporteUniversitario en @PelotaMedio Nicolás Tarrico Capitán   #Futsal @UnlaOficial ,36
Deuda en TDF,36
"Pérsico: ""Llego a fin de mes porque mi mujer es diputada""",36
"EL LIBRO DE MANZI, LA VIDA EN ORSAI",36
"Diego LAGOMARSINO #2: ""Sandra Arroyo Salgado dijo al principio muchas cosas que luego fueron falsas""",36
Futurock - Entrevista a Emilio Persico,36
"""Hacerse el boludo"", por @JonatanViale, en ""Viale 910"" @AlertaO",36
,36
"María Fernanda: ""Las amenazas de él son constantes, apenas obtenga la libertad nos mata a los dos""",36
"Verónica Magario: ""Hasta el 24 no hay nada resuelto""",36
Rectores rechazan reforma de formación docente,36
Ara Malikian - Hablá por Vos - Radio del Plata,36
"López Murphy: “La reforma impositiva no va a bajar la carga tributaria, no van a poder”",36
Laura Vilches con Reynaldo Sietecase 31-AGO-2017,36
14/06/17 parte 1,36
Sergio Maldonado habló con Segurola y Habana,36
barra brava de colegiales,35
"Nicolás Massot: “Es muy grave que la ex presidenta esté sospechada y que pueda ir presa"".",35
Un metrodelegado se cruzó con un oyente,35
"Roberto Navarro a Víctor Hugo Morales: ""Me sacaron de todos los medios""",35
entrevista Jorge Schiavon - Radio en tránsito,35
"Editorial de JPV sobre artículo de LN ""¿Será posible reemplazar al Indec con big data y algoritmos?""",35
#TerapiaDelDiscurso: la columna de @mmlamoyano en #MañanaImposible,35
Francisco Olivera y Cabot con Dujovne,35
Random lo nuevo de #CharlyGarcía por @lebon_david,35
Dip. Andrés Guzmán critica el recorte de Pensiones para Personas con Discapacidad,35
Maluma baby - Black & Toc - 15/05/2017,35
Jorge Aleman - Siempre Es Hoy - Radio del Plata,35
Horacio Verbitsky - El Pase - Radio del Plata,35
"“Me tir por Vos” La verdadera historia de como y por qué, Charli García se tiro del 9no Piso",35
Audio si no tenes cuerda no la guitarries,35
Fantino criticó a Tinelli,35
Spot Agustin Rossi en Tenembaum,35
Axel Kicillof - Siempre es hoy - Radio Del Plata,35
Eduardo López en Radio Continental 09/03/2017.,35
"""Quiero recuperar a mi hija"" Paulino Rodrigues",35
Ministerio de Desarrollo Social...pensiones...,35
Rabino Sergio Bergman ,35
"""Argentina, cada vez más enfermo de Anomia"", por Jonatan Viale @AlertaO",35
Pato celeste -Julio Rios,34
CRISTINA CRISTINA CRISTINA - Es Cristina Fernández de Kirchner y un pueblo con ella,34
"Nos visita el consultor contratado por Stanley para ""ayudar a liberar el bienestar natural""",34
Ari Lijalad - La Vuelta de Zloto - Radio del Plata,34
Max Delupi y los SIM (Soretes Incapaces de Mirarse),34
James Petras - Siempre Es Hoy - Radio del Plata,34
,34
#BlackAndToc 11/05/2017 - Foristologo Fernando Balmayor @cobayotirabomba Hoy Naiara Awada -,34
"Editorial #146: ""La CGT, el massismo, son cómplices. Que no se hagan los distraídos""",34
 Raúl de la Torre decodifica los anuncios del equipo económico,34
Metro y Medio disculpas,34
"Silvia Perez Ruiz: ""Las situaciones de acoso no pasan solo en Hollywood, pasan acá en Córdoba""",34
Horacio Pagani Diseñador Automotriz,34
El móvil de Víctor Hugo transmite en vivo desde la histórica Plaza de Mayo ,34
Nueva programacion de Vorterix,33
El Talibán tira la bomba sobre el malestar en el vestuario de San Lorenzo con Aguirre,33
Cruce entre Lombardi y Tenembaum por el acuerdo con el Correo,33
3 Empanadas del día,33
KEVIN DURANT,33
Rodolfo Tahilade - Siempre es hoy - Radio Del Plata,33
Editorial de apertura de Carlos Polimeni - Radio del Plata,33
Juan Pablo Varsky primicia Messi,33
"#UnSeñorCuento en ""La Casa Invita"" por AM750. HOY: ""El hijo del Sheik"" de Roberto Fontanarrosa",33
"Vanesa Salgado,Observatorio de Adolescentes y Jóvenes del Gino Germani #Baja #imputabilidad",33
JPV Analiza Barcelona vrs PSG,33
Gus de Utopians habla de las acusaciones en #QTPC,33
Liliana Herrero lee en #ElMediodiaDeDelPlata la contratapa que escribió hoy en Página 12 ,33
Myriam Bregman con la Negra Vernaci ,33
Sofia Garofalo - Volver a las Fuentes - Radio del Plata,33
Black and toc 122/08/2016 - El PUTO y la Navidad -,33
Juan Cruz Cabral: El pueblo reclama que Cristina lidere la oposición al macrismo,33
,33
"#EditorialApertura por Victoria Torres en ""La Casa Invita"" por AM750. ",33
Sergio Wischñevsky - Siempre Es Hoy - Radio del Plata,33
Tenembaum sobre el periodismo y la grieta que importa,33
Deuda Correo Argentino s.a.,33
Juliana di Tullio - La Vuelta de Zloto - Radio del Plata,33
@GervasioMunoz en #Contrapunto ,33
,33
Antonio Laje con Chucky en Basta,32
La Bomba de Tiempo grabó su primer tema en estudio: Near the drums,32
Carlos Tomada - Siempre Es Hoy - Radio del Plata,32
"Guillermo ""Taco"" Rey",32
,32
Jorge Halperin - El Mediodia De Del Plata - Radio del Plata,32
"Federico Lorenz. Entrevista al autor de ""Cenizas que te rodearon al caer""",32
"Dolores Etchevehere:""Mi hermano tiene causas por evasión, lavado de dinero y vaciamiento de empresa""",32
,32
Tognetti sobre Randazzo,32
Foristologo nacen 44K Maluma,32
Gustavo Menendez - Siempre Es Hoy - Radio del Plata,32
"""Córdoba está a punto de explotar"", dijo el periodista @MaxDelupi",32
"Marta Pelloni: ""Lo voté a Macri, pero este país así no lo quiero""",32
"Despidos en la Clínica Estrada: El doloroso testimonio de Miguel, radiólogo, 25 años de antigüedad",32
Eduardo Aliverti analiza el panorama pre-electoral 2017,32
"""ESTOY MUY DESILUSIONADO Y CREO QUE LO MAS GRAVE DE TODO ESTO ES LA FALTA DE INFORMACIÓN""",32
Carmen Castillo - Siempre Es Hoy - Radio del Plata,32
Mario Ishii,32
Chino Recoba con Ríos y entra el... PATO CELESTE. El momento exacto. ,32
Conflicto en Córdoba | Fuerte denuncia a UTA Nacional,32
"""Hood Robin""",31
Taym Otonello,31
Dr. Carlos Blassioto s/ #Legislativas2017,31
Osvaldo Del Campo en Pablo y a la bolsa 09-2-2017,31
Editorial de Apertura de Carlos Polimeni - Radio del Plata,31
#BlackAndToc 29/06/2017 - Foristologo Fernando Balmayor @cobayotirabomba Hoy Betty Lopilato -,31
Editorial de apertura de Carlos Polimeni - Radio del Plata,31
"ERIKA DE SAUTU RIESTRA EN ""UNO EN EL AMOR "" CON PABLO NOVAK- 103,1FM",31
foristologo  08/06/17,31
Laureano González y Richard Páez coinciden en Conexión Goleadora,31
,31
""" Cristina representa para muchos lo mejor que les pudo pasar en la vida""",31
"Leopoldo Moreau: La reforma previsional es un ""saqueo a los recursos de los jubilados""",31
Mengolini habla de la reunión con CFK,31
Editorial de apertura de Carlos Polimeni - Radio del Plata,31
EL AUDIO EN Q SE CONTRATAN BARRAS PARA DESALOJO DE AGR ,31
Jaime Durán Barba,31
"Denunciamos un caso de Transfobia en Country, un boliche tucumano",31
Fabio Cuggini - La Tarde de Del Plata - Radio del Plata,31
#BlackAndToc 12/06/2017 - Programa -,31
Gabriel Rolón - Perros de la calle - Sobre el amor ,31
AM 1030 Del Plata,31
Zaira Quiroz (bailarina de Fuerte Apache),31
Los veos del día en #DetrásDeLoQueVemos,31
"Victor Hugo sobre LA RASCADA, un teatrito de las orillas",31
"Estela de Carlotto en #DDLQV: ""Bullrich defiende tanto a los gendarmes que se debe sentir una""",31
Llamado - Novias para Mili - Parte 1,31
Marcelo Parrilli - Volver a las Fuentes - Radio del Plata,30
"Estela de Carlotto, tras el 2x1 de La Corte: ""El gobierno quiere borrarnos de la historia""",30
Charlamos con Ana Hynes,30
"Matías Martin, durísimo contra Lanata y Leuco por el escándalo en los Martín Fierro",30
Entrevista a Sergio Maldonado. El día a día de alguien que intenta justicia,30
Luis D'Elia y Guillermo Moreno en Radio Rebelde en el cierre de campaña ,30
Volvió Tortonese con la negra!! (Sólo por hoy) Parte 1,30
"Para la esposa de De Vido, ""Cristina Kirchner tuvo un gesto inhumano” con su familia",30
Rodolfo Tailhade - Volver a las Fuentes - Radio del Plata,30
,30
Cristina contó la anécdota con Francella,30
Editorial de Roberto Caballero - Caballero De Día- Radio del Plata,30
Audio Cristina Parrilli,30
"Guillermo Moreno, hipòtesis sobre una posible reconfiguraciòn del orden econòmico mundial",30
Francisco Rizzi - El Mediodía de Del Plata - Radio del Plata,30
Nicolas D'ippolito habla sobre el Voto Elctrónico,30
Premios Florencia: Resumen de 2016 por Fiorella Sargenti @fiosargenti @bastatodo,30
Editorial de @odonnellmaria sobre el fallo de la Corte,30
Editorial de apertura de Cynthia Ottaviano - Volver a las Fuentes - Radio del Plata,30
Encuentro en el piso #15D,30
Alfredo Leuco le declara la guerra a los peluqueros en #DDLQV ,30
"""Más que Cambiemos, parece Sigamos"", por @JonatanViale, en ""Viale 910"" @AlertaO",30
"Daniel Luna, delegado de ATE en el Inti.",30
,30
,30
 Tenembaum: “Milagro Sala debe estar libre”,30
"""Los gorilas"", por Jonatan Viale, en @AlertaO",30
"""Lucho Romero está devastado""",29
Entrevista a Sebastian Ponceliz Odyssey Group US,29
"Stella Calloni: ""El Gobierno firma acuerdos militares que no pasan por el Congreso""",29
#Caro Stanley #Titanium Face #Mi Amor,29
